Tier,Route,RouteName,Company,WhatTheyDo,Street,Town,State,ZIP,Phone,ITContact,OwnerExec,DoorOpener,AcctStatus,EmpEst,RevenueUSD,Founded,ParentOwnership,Website,Notes,ZoomInfoID,ZoomInfoDirectDial,ZoomInfoNote,ContactEmail
A,P2,P2 Plymouth/Kingston/Marshfield,CDF Corporation,Industrial packaging and liners manufacturer,77 Industrial Park Rd,Plymouth,MA,02360,(800) 443-1920,Alex Ivkovic (Chief Information Officer),Joseph Sullivan (President),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,600,33885000,1971,,cdf1.com,Plymouth Industrial Park anchor.,22089378,,ZoomInfo: mobile (508) 667-6556 for Alex Ivkovic is flagged Do Not Call. No alternate number found; use company main line.,aivkovic@cdf1.com
A,P2,P2 Plymouth/Kingston/Marshfield,Welch Healthcare & Retirement Group,"Family owned senior living group, HQ",290 Kingstown Way,Duxbury,MA,02332,(781) 585-7136,,,Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,502,33533000,1949,,welchhrg.com,HQ decides for all communities. HIPAA and nurse call uptime.,43045537,,No named IT or executive contact on file to enrich. ZoomInfo pass not run; use company main line and ask who runs IT.,
A,P2,P2 Plymouth/Kingston/Marshfield,Suncor Stainless / Atlantis Rail,Stainless hardware and railing manufacturer,70 Armstrong Rd,Plymouth,MA,02360,(508) 732-9191,,,Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,171,48765000,1991,,suncorstainless.com,"Two brands, one building. One stop covers both.",11442642,,No named IT or executive contact on file to enrich. ZoomInfo pass not run; use company main line and ask who runs IT.,
A,P2,P2 Plymouth/Kingston/Marshfield,Kirwan Surgical Products,Surgical instruments manufacturer,180 Enterprise Dr,Marshfield,MA,02050,(781) 834-9500,,Jean Kirwan (Founder),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,161,26238000,1979,,ksp.com,FDA quality system. Enterprise Dr pairs with United Elevator.,67520122,,ZoomInfo matched Jean Kirwan but returned no phone or mobile. No personal number found; use company main line.,
A,P2,P2 Plymouth/Kingston/Marshfield,Vacuum Process Technology,Vacuum deposition systems manufacturer,70 Industrial Park Rd,Plymouth,MA,02360,(508) 732-7200,Tim Stevenson (Systems Technician),,Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,120,9639000,1991,Andlinger & Co,vptec.com,"PE owned, locally run.",126091458,(781) 724-0677,"ZoomInfo confirmed mobile (781) 724-0677 for Tim Stevenson, callable.",tstevenson@vptec.com
A,P2,P2 Plymouth/Kingston/Marshfield,Plymouth Bay Orthopedic,Orthopedic practice,41 Resnik Rd,Plymouth,MA,02360,(781) 934-2400,,Scott Oliver (President & Founder),PHI and EHR uptime on a lean team. Lead with a HIPAA security risk assessment.,Prospect,71,6265000,1981,,pbortho.com,,353633068,(508) 298-6785,"ZoomInfo confirmed direct dial (508) 298-6785 for Scott Oliver, callable.",soliver@pbortho.com
B,P2,P2 Plymouth/Kingston/Marshfield,Tech-Etch,Precision etched components manufacturer,45 Aldrin Rd,Plymouth,MA,02360,(508) 747-0300,,,Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,782,170709000,1964,,techetch.com,"Large plant, ERP manager on file. Co-managed or project angle.",37667487,,,
B,P2,P2 Plymouth/Kingston/Marshfield,LearnWell,Hospital education services,2 Main St Ste 2A,Plymouth,MA,02360,(877) 732-9101,"Jon Pinault (Director, Information Technology)",Kathleen Egger (Chief Executive Officer),Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,411,46050000,1999,,learnwell.com,Downtown Plymouth. Walking distance from 5PT.,451065368,,,
B,P2,P2 Plymouth/Kingston/Marshfield,VERC Enterprises,"Convenience store group, HQ",10 Washington St,Duxbury,MA,02332,(781) 934-5166,Hossainnuzzaman Shekhon (Management Information Systems Officer),Louis Gottlieb (President),Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,297,29010000,1977,,vercenterprises.com,President and MIS officer on file.,119881895,,,
B,P2,P2 Plymouth/Kingston/Marshfield,Keville Enterprises,Construction management and inspection,475 School St Ste 11,Marshfield,MA,02050,(781) 837-3884,Matthew Wilson (Systems Consultant),Christine Keville (President & Chief Executive Officer),Contractors are prime wire fraud targets. Lead with email security and estimating uptime.,Prospect,264,76326000,1991,,keville.com,,21381606,,,
B,P2,P2 Plymouth/Kingston/Marshfield,Road to Responsibility,Disability services nonprofit,1831 Ocean St,Marshfield,MA,02050,(781) 834-1300,"Jing Wan (Manager, Information Technology)",Christopher White (President & Chief Executive Officer),Real compliance on a lean budget. Lead with right sized co-managed support.,Prospect,254,39129000,1988,,roadtoresponsibility.org,,32686648,,,
B,P2,P2 Plymouth/Kingston/Marshfield,Habilitation Assistance Corp,Disability services nonprofit,434 Court St,Plymouth,MA,02360,(508) 746-7433,,,Real compliance on a lean budget. Lead with right sized co-managed support.,Prospect,197,22904000,1983,,hac.center,,53088452,,,
B,P2,P2 Plymouth/Kingston/Marshfield,United Elevator,Elevator service company,165 Enterprise Dr,Marshfield,MA,02050,(781) 740-2440,,Sherry Haskell (President),Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,128,9738000,1960,,unitedelevatorcorp.com,,58998985,,,
B,P2,P2 Plymouth/Kingston/Marshfield,Cool Gear International,"Hydration products design, Cordage Park",10 Cordage Park Cir Ste 212,Plymouth,MA,02360,(508) 830-3440,,Chris Hoyt (Senior Vice President - General Manager),Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,101,15084000,2010,,coolgearinc.com,,,,,
B,P2,P2 Plymouth/Kingston/Marshfield,Industrial Communications,Two way radio and wireless dealer,40 Lone St,Marshfield,MA,02050,(781) 319-1000,Ed Monahan (Infrastructure Manager),Frank Dirico (President),Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,95,33772000,1974,,induscom.com,"Tech adjacent, referral partner potential too.",58461035,,,
C,P2,P2 Plymouth/Kingston/Marshfield,Sheehan Family Companies,"Beer distribution group, corporate HQ",35 Elder Ave,Kingston,MA,02364,(262) 717-2831,Joe Cugini (Systems Administrator),,Branch and warehouse ops on one ERP. Lead with uptime and ransomware defense.,Prospect,2000,653153000,1898,,sheehanfamilycompanies.com,Group IT likely exists. L Knife & Son is the local operation.,373276335,,,
C,P2,P2 Plymouth/Kingston/Marshfield,SmartPak Equine,"Equine e-commerce, Chewy subsidiary",40 Grissom Rd Ste 100,Plymouth,MA,02360,(774) 773-1100,Kim Pierce (IT Project Facilitator),Joe Sugden (Chief Operating & Technology Officer),Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,318,67134000,1999,Chewy Inc,smartpakequine.com,Corporate IT likely at Chewy. COO/CTO named locally.,,,,
C,P2,P2 Plymouth/Kingston/Marshfield,Engine Lease Finance,"Aircraft engine leasing, US office",225 Water St Ste B238,Plymouth,MA,02360,(508) 830-1722,,,Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,84,33116000,1993,Mitsubishi HC Capital,elfc.com,IN YOUR BUILDING at 225 Water St. Walk the hallway.,39897025,,,
A,K1,K1 Brockton/Easton/Rt24,Double E Group,"Web handling equipment manufacturer, HQ",319 Manley St,West Bridgewater,MA,02379,(508) 588-8099,Wayne Arensman (IT Support Technician),Kyle Willis (President & Chief Operating Officer),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,200,54315000,2008,,ee-co.com,Manley St industrial corridor anchor.,18859551,,ZoomInfo matched Wayne Arensman but returned no phone or mobile. No personal number found; use company main line.,w.arensman@ee-co.com
A,K1,K1 Brockton/Easton/Rt24,North Easton Savings Bank,"Independent savings bank, HQ",20 Eastman St,South Easton,MA,02375,(508) 238-2007,"Elaina Gordon (Director, Information Technology Operations)",William Morse (President),"Exam and vendor management pressure with lean internal IT. Lead with vCISO, compliance alignment and MDR.",Prospect,195,86580000,1864,,northeastonsavingsbank.com,,82150842,(508) 297-8062,"ZoomInfo confirmed direct dial (508) 297-8062 for Elaina Gordon, callable.",
A,K1,K1 Brockton/Easton/Rt24,Concord Foods,Food products manufacturer,10 Minuteman Way,Brockton,MA,02301,(508) 580-1700,Maureen McLaughlin (System Support),Jeff Neville (Founder),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,152,161922000,1968,Sugar Foods Corp,concordfoods.com,Parented but plant run locally.,25808706,(508) 930-2768,"ZoomInfo confirmed mobile (508) 930-2768 for Maureen McLaughlin, callable.",
A,K1,K1 Brockton/Easton/Rt24,REXA,Electraulic actuator manufacturer,4 Manley St,West Bridgewater,MA,02379,(508) 584-1199,Lynne Gray (IT Specialist),,Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,140,29369000,1980,,rexa.com,Same street as Double E and Shawmut.,86705017,,ZoomInfo: both direct and mobile for Lynne Gray are flagged Do Not Call. Use company main line only.,lgray@rexa.com
A,K1,K1 Brockton/Easton/Rt24,Pharmasol,Contract pharma manufacturer,1 Norfolk Ave Ste 1,South Easton,MA,02375,(508) 238-8501,"Mark Badilla (Manager, Management Information Systems)",Donghwan Choi (President),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,125,28647000,1973,,pharmasol.com,"Norfolk Ave cluster with Reilly, Central Ceilings, Willwork, Averill.",92259395,,ZoomInfo matched Mark Badilla but returned no phone or mobile. No personal number found; use company main line.,mbadilla@pharmasol.com
A,K1,K1 Brockton/Easton/Rt24,SCU Credit Union,"Credit union, main office",1300 Belmont St,Brockton,MA,02301,(781) 784-7725,"Paul Pijanowski (Senior VP, Information Security)",Robert Gustafson (President & Chief Executive Officer),"Exam and vendor management pressure with lean internal IT. Lead with vCISO, compliance alignment and MDR.",Prospect,101,26749000,1956,,scucu.com,,509741446,(508) 408-6331,"ZoomInfo confirmed direct dial (508) 408-6331 for Paul Pijanowski, callable. Mobile on file is Do Not Call.",ppijanowski@scucu.com
A,K1,K1 Brockton/Easton/Rt24,Lyne Laboratories,Pharmaceutical manufacturer,10 Burke Dr,Brockton,MA,02301,(508) 583-8700,,Stephen Tarallo (President & Chief Executive Officer & Director),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,101,27261000,1965,,lyne.com,FDA site. Compliance ready IT pitch.,71355494,(508) 583-0943,"ZoomInfo confirmed direct dial (508) 583-0943 for Stephen Tarallo, callable. Mobile on file is Do Not Call.",starallo@lyne.com
B,K1,K1 Brockton/Easton/Rt24,Shawmut Advanced Materials,Advanced textiles manufacturer,208 Manley St,West Bridgewater,MA,02379,(508) 588-3300,George Wyner (Chief Information Officer),,Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,650,176522000,1916,,shawmutcorporation.com,CIO George Wyner on file. Century old family firm.,45891624,,,
B,K1,K1 Brockton/Easton/Rt24,Jones & Vining,Footwear components manufacturer,1115 W Chestnut St Ste 9,Brockton,MA,02301,(508) 232-7470,"Jason Savery (Global Director, Information Technology)",James Salzano (President & Chief Executive Officer),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,437,63716000,1930,,jonesandvining.com,,63801356,,,
B,K1,K1 Brockton/Easton/Rt24,Brockton Neighborhood Health Center,Community health center (FQHC),63 Main St,Brockton,MA,02301,(508) 559-6699,David Anderson (Chief Information Officer),Maria Celli (Chief Executive Officer),PHI and EHR uptime on a lean team. Lead with a HIPAA security risk assessment.,Prospect,354,30194000,1992,,bnhc.org,HIPAA and grants. Sysadmin on file.,16994242,,,
B,K1,K1 Brockton/Easton/Rt24,Cox Engineering,Mechanical contractor (HVAC and sheet metal),21 Pacella Park Dr,Randolph,MA,02368,,,,Contractors are prime wire fraud targets. Lead with email security and estimating uptime.,Prospect,308,196050000,,,coxeng.com,Pacella Park with May Institute.,30952153,,,
B,K1,K1 Brockton/Easton/Rt24,Cheer Pack North America,Spouted pouch packaging manufacturer,1 United Dr,West Bridgewater,MA,02379,(508) 927-7800,,Jeffrey Ward (Chief Executive Officer),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,294,66174000,2008,,cheerpack.com,,355741114,,,
B,K1,K1 Brockton/Easton/Rt24,Burke Distributing,Beer distributor,89 Teed Dr,Randolph,MA,02368,(781) 986-6300,"Jeff Ryan (Director, Information Technology & Analytics)",William Burke (President),Branch and warehouse ops on one ERP. Lead with uptime and ransomware defense.,Prospect,250,133192000,1935,,burkedist.com,,353985141,,,
B,K1,K1 Brockton/Easton/Rt24,Cervos Medical,Medical device manufacturer,30 Doherty Ave,Avon,MA,02322,(508) 588-4400,,Emily Rager (Chief Commercial Officer),PHI and EHR uptime on a lean team. Lead with a HIPAA security risk assessment.,Prospect,200,42268000,,,cervos.com,Avon Industrial Park.,556202114,,,
B,K1,K1 Brockton/Easton/Rt24,GTR Manufacturing,Precision sheet metal fabricator,1 Jonathan Dr,Brockton,MA,02301,(508) 588-3240,,William Klaila (Owner),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,175,21086000,1973,,gtrmfg.com,Ask about defense work and CMMC.,343685898,,,
B,K1,K1 Brockton/Easton/Rt24,Frank I. Rounds,Boiler and power equipment service,65 York Ave,Randolph,MA,02368,(781) 963-6440,,Mark Ehrenzeller (President),Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,162,119987000,1936,,frankirounds.com,,45993486,,,
B,K1,K1 Brockton/Easton/Rt24,Willwork Global Event Services,"Exhibit and event labor services, HQ",23 Norfolk Ave Ste E,South Easton,MA,02375,(508) 230-3170,,,Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,162,18132000,1988,,willworkinc.com,,,,,
B,K1,K1 Brockton/Easton/Rt24,Reilly Electrical (RELCO),Electrical contractor,14 Norfolk Ave,South Easton,MA,02375,(508) 230-8001,,,Contractors are prime wire fraud targets. Lead with email security and estimating uptime.,Prospect,133,90390000,1993,,gorelco.com,,58786516,,,
B,K1,K1 Brockton/Easton/Rt24,Ruby Wines,Wine and spirits distributor,625 Bodwell Street Ext Ste A,Avon,MA,02322,(508) 588-7007,"Matthew Acord (Manager, Information Technology)",Robert Rubin (President & Chief Executive Officer),Branch and warehouse ops on one ERP. Lead with uptime and ransomware defense.,Prospect,131,226899000,1933,,rubywines.com,Family owned since 1933. CEO on file.,33375094,,,
B,K1,K1 Brockton/Easton/Rt24,Weiss Sheet Metal,Precision sheet metal fabricator,105 Bodwell St,Avon,MA,02322,(508) 583-8300,,Dale Hoffman (General Manager),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,119,11587000,1965,,weiss-sheetmetal.com,,343453890,,,
B,K1,K1 Brockton/Easton/Rt24,Central Ceilings,Interior systems subcontractor,36 Norfolk Ave,South Easton,MA,02375,(508) 238-6985,,William McPherson (President),Contractors are prime wire fraud targets. Lead with email security and estimating uptime.,Prospect,107,14853000,1962,,centralceilings.com,,7275226,,,
B,K1,K1 Brockton/Easton/Rt24,Aqua-Leisure Recreation,Recreational products company,525 Bodwell Street Ext Ste 1,Avon,MA,02322,(508) 587-5401,Wayne McKinnon (Desktop Support Technician),Barry Fireman (President),Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,104,74888000,1970,,aqualeisure.com,,6359706,,,
B,K1,K1 Brockton/Easton/Rt24,Equal Exchange,"Fair trade coffee co-op, HQ",50 United Dr,West Bridgewater,MA,02379,(774) 776-7366,Wayne Kritzman (Computer Help Desk),Nicole Vitello (President),Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,100,42187000,1986,,equalexchange.coop,Mission driven brand. Same street as Cheer Pack.,33361784,,,
C,K1,K1 Brockton/Easton/Rt24,May Institute,"Behavioral health and autism services, HQ",14 Pacella Park Dr,Randolph,MA,02368,(781) 437-1382,"Jace Swenson (Director, Information Technology)",,PHI and EHR uptime on a lean team. Lead with a HIPAA security risk assessment.,Prospect,1520,98291000,1955,,mayinstitute.org,Large nonprofit with real IT. Co-managed or project pitch.,71206204,,,
C,K1,K1 Brockton/Easton/Rt24,HarborOne Bank,"Bank HQ, being acquired",68 Legion Pkwy,Brockton,MA,02301,,Kevin Hamel (Senior Vice President Chief Information Officer),,"Exam and vendor management pressure with lean internal IT. Lead with vCISO, compliance alignment and MDR.",Prospect,488,320912000,1917,Eastern Bank (pending),harborone.com,"Acquisition in flight is an IT trigger, but big internal IT. Networking play.",87885823,,,
C,K1,K1 Brockton/Easton/Rt24,IPC Lydon,Industrial contractor,284 Bodwell St,Avon,MA,02322,(508) 897-1700,,John Burke (President & Chief Executive Officer),Contractors are prime wire fraud targets. Lead with email security and estimating uptime.,Prospect,127,38610000,2013,Jay Cashman Inc,ipclydon.com,Bodwell St cluster with Weiss and Ruby Wines.,358801012,,,
A,B1,B1 Braintree/Canton/Stoughton,Boston Mutual Life Insurance,"Life insurance carrier, HQ",120 Royall St,Canton,MA,02021,(781) 828-7000,"Tom Kane (CISO & Director, Infrastructure)",,Insurance carrier with a named CISO. Lead with co-managed security depth and audit support.,Prospect,381,,1891,,bostonmutual.com,From June postcard list. Email on file: tom.kane@bostonmutual.com.,,(781) 770-0351,"ZoomInfo confirmed direct dial (781) 770-0351 for Tom Kane during the earlier warm-lead enrichment pass, callable.",tom_kane@bostonmutual.com
A,B1,B1 Braintree/Canton/Stoughton,Abington Bank,Community bank,95 N Franklin St,Holbrook,MA,02343,,"Michael Fitzgerald (VP, Information Technology)",,"Community bank with one IT officer. Lead with exam prep, vCISO and layered security.",Prospect,32,,,,abingtonbank.com,"From postcard list. Contact email on file had a mismatched domain, verify at the door.",,,"ZoomInfo weak match (company only, no personal data confirmed) for Michael Fitzgerald. Reinforces the prior flag: this contact is unverified/likely stale.",
B,B1,B1 Braintree/Canton/Stoughton,Franklin Sports,"Sporting goods brand, HQ",17 Campanelli Pkwy,Stoughton,MA,02072,(781) 344-1111,,,Iconic consumer brand with e-commerce and EDI. Lead with uptime and security.,Prospect,251,,1946,,franklinsports.com,From postcard list.,,,,
B,B1,B1 Braintree/Canton/Stoughton,BETA Group,Civil engineering firm,"315 Norwood Park S, Fl 2",Norwood,MA,02062,(781) 255-1982,"Greg Snow (IT Director, sits in Lincoln RI office)",Mark Gershman (President & CEO),"Multi office engineering firm. Lead with CAD performance, backup and office to office access.",Prospect,173,,,,beta-inc.com,"From postcard list. Emails on file: mgershman@beta-inc.com, gsnow@beta-inc.com.",,,,
B,B1,B1 Braintree/Canton/Stoughton,A&E Fire Protection,Fire sprinkler contractor,25 North St,Canton,MA,02021,(781) 828-6900,,,Design and field crews on shared systems. Lead with dependable IT and email fraud protection.,Prospect,125,,,,aefireinc.com,From postcard list. Emails on file for two project managers.,,,,
B,B1,B1 Braintree/Canton/Stoughton,Channel Fish Processing,Seafood processor,200 Commerce Dr,Braintree,MA,02184,(617) 464-3366,,,Food processor with FDA and HACCP records. Lead with uptime and simple secure IT.,Prospect,116,,,,channelfish.com,From postcard list. Email on file: steve.a@channelfish.com (VP Sales).,,,,
C,B1,B1 Braintree/Canton/Stoughton,ENE Systems,Building controls and energy systems,"480 Neponset St, Ste 11D",Canton,MA,02021,(781) 828-6770,"Vincent Camillo (Manager, System Support)",,"Controls integrator, adjacent trade. Prospect and possible referral partner.",Prospect,165,,,,enesystems.com,From postcard list. Email on file: vcamillo@enesystems.com.,,,,
A,F1,F1 Foxboro/Mansfield/495 belt,Lacerta Group,"Thermoformed packaging manufacturer, HQ",360 Forbes Blvd,Mansfield,MA,02048,(508) 339-3312,Regis Kouatcho (Business & IT Systems Analyst),Ali Lotfi (President),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,567,46569000,1993,,lacerta.com,Forbes Blvd cluster with Proven Process.,45598062,(508) 281-2193,"ZoomInfo confirmed direct dial (508) 281-2193 for Regis Kouatcho, callable.",rkouatcho@lacerta.com
A,F1,F1 Foxboro/Mansfield/495 belt,Senior Metal Bellows,Aerospace metal bellows manufacturer,1075 Providence Hwy,Sharon,MA,02067,(781) 784-1400,"Bill Gabriel (Manager, Information Technology)",,Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,363,71840000,1955,,metalbellows.com,Defense and aerospace. CMMC door opener.,129401436,(774) 217-0995,"ZoomInfo confirmed mobile (774) 217-0995 for Bill Gabriel, callable.",bgabriel@metalbellows.com
A,F1,F1 Foxboro/Mansfield/495 belt,ConnectPay,"Payroll services company, HQ",10 Lincoln Rd Ste 110,Foxborough,MA,02035,(877) 551-0907,Reema Shetye (IT Agile Project Manager),"Paul Altavena (Founder & Head President, Connectpay Payroll Services o...)","Client PII and audits. Lead with security posture, compliance support and uptime.",Prospect,183,38440000,2009,,connectpayusa.com,Client payroll data. Security and uptime pitch.,371623882,(617) 704-2289,"ZoomInfo confirmed mobile (617) 704-2289 for Reema Shetye, callable.",
A,F1,F1 Foxboro/Mansfield/495 belt,CPS Technologies,"Advanced materials manufacturer, public co",111 S Worcester St,Norton,MA,02766,(508) 222-0614,Yashvant Patel (Desktop Support Hardware Networking Engineer),Ashish Desai (Founder),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,117,32350000,1984,,cpstechnologysolutions.com,NASDAQ listed metal matrix composites maker.,30296872,,ZoomInfo matched Yashvant Patel but returned no phone or mobile. No personal number found; use company main line.,
A,F1,F1 Foxboro/Mansfield/495 belt,Proven Process Medical Devices,Medical device contract manufacturer,110 Forbes Blvd,Mansfield,MA,02048,(508) 261-0849,,Anthony Roscoe (Business Owner),PHI and EHR uptime on a lean team. Lead with a HIPAA security risk assessment.,Prospect,103,20077000,1994,Arterex,provenprocess.com,FDA quality system.,114443677,(630) 423-7688,"ZoomInfo confirmed direct dial (630) 423-7688 for Anthony Roscoe, callable (out-of-state number on file, likely a personal cell).",tony@proven-process.com
A,F1,F1 Foxboro/Mansfield/495 belt,Acumentrics,Rugged power systems manufacturer,10 Walpole Park S,Walpole,MA,02081,(617) 932-7877,"Debra King (Vice President, Compliance & Business Systems)",John Cerulli (Chief Executive Officer),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,96,26071000,1994,,acumentrics.com,Military power systems. CMMC angle.,426173,(781) 461-8251,"ZoomInfo confirmed direct dial (781) 461-8251 for Debra King, callable. Mobile on file is Do Not Call.",dking@acumentrics.com
A,F1,F1 Foxboro/Mansfield/495 belt,Clinical Science Laboratory,Clinical laboratory,51 Francis Ave,Mansfield,MA,02048,(800) 255-6106,,Lonnie Elfbaum (Chief Financial Officer & Controller),PHI and EHR uptime on a lean team. Lead with a HIPAA security risk assessment.,Prospect,95,19617000,1974,,clinicalsciencelab.com,"CLIA lab, PHI.",416692291,(508) 339-6106,"ZoomInfo confirmed direct dial (508) 339-6106 for Lonnie Elfbaum, callable. Mobile on file is Do Not Call.",lonnie@clinicalsciencelab.com
B,F1,F1 Foxboro/Mansfield/495 belt,New England Ice Cream,Frozen dessert distributor,222 Mansfield Ave,Norton,MA,02766,(800) 762-1552,"Octavio Bizarro (Director, Information Technology)",Bruce Ginsberg (Founder & Chief Executive Officer),Branch and warehouse ops on one ERP. Lead with uptime and ransomware defense.,Prospect,500,360165000,1987,,newenglandicecream.com,"Big distribution ops, lean office IT.",85230209,,,
B,F1,F1 Foxboro/Mansfield/495 belt,Aero Global Logistics,Freight and logistics services,35 Panas Rd,Foxborough,MA,02035,(888) 498-0476,,,Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,366,14464000,2014,,aerogloballogistics.com,,359727670,,,
B,F1,F1 Foxboro/Mansfield/495 belt,Kennedy-Donovan Center,Human services nonprofit,1 Commercial St,Foxborough,MA,02035,(508) 772-1200,,,Real compliance on a lean budget. Lead with right sized co-managed support.,Prospect,296,28479000,1969,,kdc.org,,28361677,,,
B,F1,F1 Foxboro/Mansfield/495 belt,NexDine Hospitality,"Corporate dining services, HQ",905b S Main St Ste 203,Mansfield,MA,02048,(978) 674-8464,,David Lanci (Co-Founder & Chief Executive Officer),Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,278,56973000,2010,,nexdine.com,"Many client sites, one HQ office.",347367421,,,
B,F1,F1 Foxboro/Mansfield/495 belt,Island Oasis,Beverage products plant,141 Norfolk St,Walpole,MA,02081,(800) 777-4752,,Michael Herbert (President),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,125,24248000,1984,Kerry Group,islandoasis.com,"Kerry owned plant, local ops team.",56035430,,,
B,F1,F1 Foxboro/Mansfield/495 belt,Belknap White Group,"Flooring distributor, HQ",111 Plymouth St,Mansfield,MA,02048,(508) 337-2727,"Ed Murphy (Director, Information Technology)",,Branch and warehouse ops on one ERP. Lead with uptime and ransomware defense.,Prospect,122,22762000,1981,,belknapwhite.com,,13539125,,,
B,F1,F1 Foxboro/Mansfield/495 belt,Charles River Apparel,"Apparel brand, HQ",1205 Providence Hwy,Sharon,MA,02067,(781) 793-5300,"Renato Paiva (Director, Information Technology)",Jason Lipsett (President & Chief Executive Officer),Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,106,26241000,1983,,charlesriverapparel.com,Same highway as Senior Metal Bellows.,7635805,,,
B,F1,F1 Foxboro/Mansfield/495 belt,Accutech Packaging,Packaging manufacturer,157 Green St,Foxborough,MA,02035,(508) 543-3800,,Richard Madigan (Owner),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,102,28998000,1986,,accutechpkg.com,,840895,,,
B,F1,F1 Foxboro/Mansfield/495 belt,Payton Construction,Commercial general contractor,124 Washington St Ste 101,Foxborough,MA,02035,(781) 447-0393,,,Contractors are prime wire fraud targets. Lead with email security and estimating uptime.,Prospect,102,18207000,1986,,payton-construction.com,,92931408,,,
B,F1,F1 Foxboro/Mansfield/495 belt,South Shore Millwork,Architectural millwork manufacturer,7 Maple St,Norton,MA,02766,(774) 225-6300,,Peter Marceau (General Manager),Production uptime and ransomware risk with a small office team. Lead with co-managed IT.,Prospect,100,19122000,1991,,southshoremillwork.com,GM Peter Marceau on file.,109167378,,,
B,F1,F1 Foxboro/Mansfield/495 belt,Chex Finer Foods,Specialty food distributor,71 Hampden Rd Ste 100,Mansfield,MA,02048,(508) 226-0660,,David Isenberg (Founder),Branch and warehouse ops on one ERP. Lead with uptime and ransomware defense.,Prospect,100,21112000,1965,,chexfoods.com,,15272254,,,
B,F1,F1 Foxboro/Mansfield/495 belt,HR Knowledge,HR and payroll outsourcing,15 Berkshire Rd Ste B,Mansfield,MA,02048,(508) 339-1300,,,"Client PII and audits. Lead with security posture, compliance support and uptime.",Prospect,88,11659000,2001,Hilb Group,hrknowledge.com,Referral partner potential too. They advise hundreds of SMBs.,57331115,,,
C,F1,F1 Foxboro/Mansfield/495 belt,eClinical Solutions,Clinical data software company,603 West St,Mansfield,MA,02048,(508) 337-4230,"Scott Thursby (Vice President, Information Technology)",,PHI and EHR uptime on a lean team. Lead with a HIPAA security risk assessment.,Prospect,400,84021000,2012,,eclinicalsol.com,76 person tech org. Co-managed infrastructure pitch only.,357858552,,,
C,F1,F1 Foxboro/Mansfield/495 belt,Ferry-Morse / Green Garden,Seed and gardening products,202 S Washington St,Norton,MA,02766,(508) 928-4769,,,Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,320,67556000,1856,Central Garden & Pet,ferrymorse.com,Parent decides IT. Local ops door only.,42077741,,,
C,F1,F1 Foxboro/Mansfield/495 belt,American Electrical Testing,Electrical testing services,25 Forbes Blvd Unit 1,Foxborough,MA,02035,(781) 821-0121,,,Real office and operations inside the drive zone. Lead with dependable IT and security basics.,Prospect,194,154668000,1981,Asplundh,aetco.us,Parented. Local branch door.,,,,
